id,Stop_name,Stop_code,Common_code,Latitude,Longitude,Road_side,Road_number,Street,County,Parish,Village
"2740","Tiltgali","14144","3214","58.0153635","25.3681590","Labā","V177","","Rūjienas novads","Lodes pagasts","Lode"
"2741","Tilti","13070","801","56.7990125","21.4985366","Kreisā","V1199","","Aizputes novads","Lažas pagasts","Apriķi"
"2742","Tilti","13071","801","56.7993269","21.4988994","Labā","V1199","","Aizputes novads","Lažas pagasts","Apriķi"
"2743","Tiltiņi","15892","6708","57.3006883","23.0481199","Kreisā","V1401","","Mērsraga novads","",""
"2744","Tiltiņi","15893","6708","57.3007008","23.0482299","Labā","V1401","","Mērsraga novads","",""
"2745","Tiltsargi","14098","3005","57.8561930","24.7912010","Kreisā","V163","","Alojas novads","Staiceles pagasts",""
"2746","Timofejevka","13095","868","56.0911346","27.2025119","Kreisā","V610","","Aglonas novads","Grāveru pagasts",""
"2747","Tīraine","15894","6709","56.8884742","24.0624245","A/V","","Vecozolu iela","Mārupes novads","","Tīraine"
"2748","Tīreļi","14479","3788","57.1842996","27.1909207","Labā","V469","","Balvu novads","Kubuļu pagasts",""
"2749","Tīreļi","14480","3788","57.1845903","27.1908360","Kreisā","V469","","Balvu novads","Kubuļu pagasts",""
"2750","Tirgus iela","15288","9505","56.5460911","27.7260008","Kreisā","P49","Latgales iela 124B","Ludzas novads","Ludzas pilsēta","Ludza"
"2751","Tīrumnieki","14902","4619","56.6958889","26.2160642","Labā","V872","","Madonas novads","Ļaudonas pagasts",""
"2752","Tīrumnieki","14903","4619","56.6959570","26.2161899","Kreisā","V872","","Madonas novads","Ļaudonas pagasts",""
"2753","Tirzas stacijas pagrieziens","14154","3253","57.1677457","26.5088546","Labā","V847","","Gulbenes novads","Galgauskas pagasts",""
"2754","Tirzas stacijas pagrieziens","14155","3253","57.1677487","26.5079006","Kreisā","V847","","Gulbenes novads","Galgauskas pagasts",""
"2755","Toce","13459","1834","56.7142543","26.2056921","Labā","P82","Toces iela 10","Madonas novads","Ļaudonas pagasts","Toce"
"2756","Toce","13460","1834","56.7141530","26.2039979","Kreisā","P82","Toces iela 3-5","Madonas novads","Ļaudonas pagasts","Toce"
"2757","Tomsona iela","300","9617","56.6175389","23.4547880","Kreisā",""," Centra iela","Jelgavas novads","Glūdas pagasts","Nākotne"
"2758","top","15895","6710","56.6175439","25.7344277","Kreisā","","Daugavas iela 54","Pļaviņu novads","Pļaviņu pilsēta","Pļaviņas"
"2759","Tornis","13831","2663","57.0518233","22.5776210","Labā","V1402","Meža iela ","Talsu novads","Sabiles pilsēta","Sabile"
"2760","Tornis","13832","2663","57.0515654","22.5778362","Kreisā","V1402","Meža iela 5","Talsu novads","Sabiles pilsēta","Sabile"
"2761","Tuberkulozes slimnīca","15896","594","56.9268854","24.3702939","Kreisā","V34","","Ropažu novads","",""
"2762","Tuberkulozes slimnīca","13001","594","56.9263386","24.3705284","Labā","V34","","Ropažu novads","",""
"2763","Tumšupe","15897","6713","57.0126191","24.6228355","Labā","V75","","Ropažu novads","","Tumšupe"
"2764","Tumšupe","15898","6713","57.0132294","24.6237759","Kreisā","V75","","Ropažu novads","","Tumšupe"
"2765","Tuntuļi","15899","2606","56.5883411","23.1017610","Kreisā","V1128","","Dobeles novads","Naudītes pagasts",""
"2766","Tuntuļi","13794","2606","56.5883770","23.1009604","Labā","V1128","","Dobeles novads","Naudītes pagasts",""
"2767","Turki","13591","2058","56.4483854","26.2691606","Labā","V754","","Līvānu novads","Turku pagasts",""
"2768","Turki","13592","2058","56.4483685","26.2688149","Kreisā","V754","","Līvānu novads","Turku pagasts",""
"2769","Turovka","14926","4679","56.3212903","27.9417405","Kreisā","V517","","Zilupes novads","Lauderu pagasts",""
"2770","Turovka","14927","4679","56.3214876","27.9419001","Labā","V517","","Zilupes novads","Lauderu pagasts",""
"2772","TV tornis","15900","6715","57.1638338","24.8784249","Kreisā","","Televīzijas iela","Siguldas novads","Siguldas pilsēta","Sigulda"
"2773","TV tornis","15901","6715","57.1640457","24.8783058","Labā","","Televīzijas iela","Siguldas novads","Siguldas pilsēta","Sigulda"
"2774","TV Tornis","15041","4874","56.8124715","24.6255654","Labā","V967","J.Čakstes prospekts","Ogres novads","Ogres pilsēta","Ogre"
"2775","Ūdrene","13989","2890","56.9316691","27.4045564","Labā","V460","","Balvu novads","Tilžas pagasts",""
"2776","Ūdrene","13990","2890","56.9318811","27.4049671","Kreisā","V460","","Balvu novads","Tilžas pagasts",""
"2777","Ukri","13921","1349","56.3435626","23.0605253","A/V","V1113","Parka iela 1","Auces novads","Ukru pagasts","Ukri"
"2778","Umpurti","14057","2956","57.6688629","25.2886784","Kreisā","V186","","Burtnieku novads","Burtnieku pagasts",""
"2779","Umpurti","14058","2956","57.6693511","25.2883717","Labā","V186","","Burtnieku novads","Burtnieku pagasts",""
"2780","Upenieki","13119","920","56.6272594","23.0616916","Kreisā","V1130","","Dobeles novads","Annenieku pagasts",""
"2781","Upenieki (ciems)","15902","6716","56.6578237","22.9016361","A/V","","","Dobeles novads","Bikstu pagasts","Upenieki"
"2782","Upeņi","14788","4268","56.8214319","25.0163442","Kreisā","V970","","Ogres novads","Lauberes pagasts",""
"2783","Upeņi","14789","4268","56.8216572","25.0164837","Labā","V970","","Ogres novads","Lauberes pagasts",""
"2784","Upes iela","15903","6723","56.6204799","23.2801076","Labā","","Skolas iela 2A","Dobeles novads","Dobeles pilsēta","Dobele"
"2785","Upes iela","15904","6725","56.6196468","23.2804865","Kreisā","","Skolas iela 4","Dobeles novads","Dobeles pilsēta","Dobele"
"2786","Upesciems","15905","6726","56.9820181","24.3378959","Labā","","Skolas iela","Ropažu novads","","Upesciems"
"2787","Upesciems","15906","6726","56.9821707","24.3378030","Kreisā","","Skolas iela","Ropažu novads","","Upesciems"
"2788","Upeskakts","13887","2740","57.4522465","27.1273435","Kreisā","V390","","Alūksnes novads","Jaunalūksnes pagasts",""
"2789","Upeskakts","13888","2740","57.4524397","27.1275161","Labā","V390","","Alūksnes novads","Jaunalūksnes pagasts",""
"2790","Upeskalni","15907","6728","56.9651290","24.3296497","Labā","P2","","Ropažu novads","",""
"2791","Upeskalni","15908","6728","56.9652943","24.3304254","Kreisā","P2","","Ropažu novads","",""
"2792","Upeslejas","15137","4998","57.6108338","24.7489169","Kreisā","V115","","Limbažu novads","Viļķenes pagasts",""
"2793","Upeslejas","15138","4998","57.6110050","24.7500115","Labā","V115","","Limbažu novads","Viļķenes pagasts",""
"2794","Upesmuižas parks","14013","2908","56.8791769","21.2130003","Kreisā","V1187","Dzintaru iela ","Pāvilostas novads","Pāvilostas pilsēta","Pāvilosta"
"2795","Upesmuižas parks","14014","2908","56.8796182","21.2122659","Labā","V1187","Dzintaru iela ","Pāvilostas novads","Pāvilostas pilsēta","Pāvilosta"
"2796","Upmalieši","14765","4142","55.8551333","27.1130568","Kreisā","P69","","Krāslavas novads","Kaplavas pagasts",""
"2797","Upmalieši","14766","4142","55.8555292","27.1138622","Labā","P69","","Krāslavas novads","Kaplavas pagasts",""
"2798","Upmaļi","14006","2900","56.7933497","23.2570442","Kreisā","V1450","","Tukuma novads","Džūkstes pagasts",""
"2799","Urbani","14814","4338","55.8427179","26.9530215","Kreisā","P69","","Daugavpils novads","Salienas pagasts",""
"2800","Urbani","14815","4338","55.8434990","26.9547555","Labā","P69","","Daugavpils novads","Salienas pagasts",""
"2801","Urgas iela","14209","3358","56.8082051","24.6039135","Labā","","Daugavpils Iela","Ogres novads","Ogres pilsēta","Ogre"
"2802","Urgas iela","14210","3358","56.8087365","24.6037085","Kreisā","","Daugavpils Iela","Ogres novads","Ogres pilsēta","Ogre"
"2803","Urti","14283","3500","56.7052614","25.2729058","Labā","V996","","Ogres novads","Krapes pagasts",""
"2804","Urti","14284","3500","56.7056125","25.2711632","Kreisā","V996","","Ogres novads","Krapes pagasts",""
"2805","Uskačeva","14777","4236","56.3880655","27.7602556","Labā","P49","","Ludzas novads","Pildas pagasts",""
"2806","Uskačeva","14778","4236","56.3883229","27.7604560","Kreisā","P49","","Ludzas novads","Pildas pagasts",""
"2807","Ustje","15287","1048","56.0745963","27.5459633","Kreisā","V606","","Dagdas novads","Dagdas pagasts",""
"2808","uz janeikām","13003","611","56.4114496","24.2055920","Labā","","Dārza iela 21","Bauskas novads","Bauskas pilsēta","Bauska"
"2809","uz janeikām","13002","611","56.4115475","24.2070545","Kreisā","","Dārza iela 23-25","Bauskas novads","Bauskas pilsēta","Bauska"
"2812","Kalnciems","15909","6736","56.7996789","23.6079245","Labā","V1091","Jelgavas iela 9","Jelgavas novads","Kalnciema pagasts","Kalnciems"
"2813","Uz pieprasījuma","15910","6737","56.9324333","23.6049487","Kreisā","","Dzirnavu iela","Jūrmala","",""
"2814","Uz pieprasījuma","15911","6738","56.9392189","23.6008274","Labā","","Ventspils šoseja","Jūrmala","",""
"2815","Uz pieprasījuma","14608","3938","56.5528743","27.3811370","Labā","V567","","Rēzeknes novads","Vērēmu pagasts",""
"2816","Uz pieprasījuma","13841","2675","56.7296587","27.4439119","Kreisā","V500","","Rēzeknes novads","Nautrēnu pagasts",""
"2817","Uz pieprasījuma","15042","4875","56.4870733","23.2035900","Labā","P96","","Dobeles novads","Penkules pagasts",""
"2818","Uz pieprasījuma glūda","13406","1727","56.6041098","23.5009347","Labā","P96","","Jelgavas novads","Glūdas pagasts",""
"2819","Brieži","13149","4870","57.7124967","24.6937057","Kreisā","V116","","Limbažu novads","Pāles pagasts",""
"2820","Uz pieprasījumu","13585","2052","56.7596537","24.6349162","Labā","P85","","Ķeguma novads","Tomes pagasts","Tome"
"2821","Uz pieprasījumu","13586","2052","56.7601116","24.6346263","Kreisā","P85","","Ķeguma novads","Tomes pagasts","Tome"
"2822","Poga","14717","4045","56.6042930","23.5015443","Kreisā","P96","","Jelgavas novads","Glūdas pagasts",""
"2823","V.Strūves iela","15912","6739","56.5005043","25.8554837","Kreisā","P76","","Jēkabpils","",""
"2824","Vadži","14481","3789","57.6010767","25.8072425","Labā","V241","","Strenču novads","Plāņu pagasts",""
"2825","Vadži","14482","3789","57.6016985","25.8080236","Kreisā","V241","","Strenču novads","Plāņu pagasts",""
"2826","Vaidavmuiža","13752","2490","57.4608595","25.2532577","Kreisā","V192","","Kocēnu novads","Vaidavas pagasts",""
"2827","Vaidavmuiža","13753","2490","57.4610523","25.2522523","Labā","V192","","Kocēnu novads","Vaidavas pagasts",""
"2828","Vaigaži","14620","3949","57.5931867","24.6259375","Kreisā","V141","","Limbažu novads","Viļķenes pagasts",""
"2829","Vaigaži","14621","3949","57.5934499","24.6245672","Labā","V141","","Limbažu novads","Viļķenes pagasts",""
"2830","Vaiņodes dome","15913","6740","56.4213016","21.8595893","Kreisā","","Raiņa iela ","Vaiņodes novads","Vaiņodes pagasts","Vaiņode"
"2831","Vaiņodes dome","15914","6740","56.4213198","21.8595473","Labā","","Raiņa iela ","Vaiņodes novads","Vaiņodes pagasts","Vaiņode"
"2832","Vairumtirdz. bāze","14063","2969","56.5981833","25.2351646","Labā","P87","Enerģētiķu iela","Aizkraukles novads","Aizkraukles pilsēta","Aizkraukle"
"2833","Vairumtirdz. bāze","14064","2969","56.5985208","25.2348983","Kreisā","P87","Enerģētiķu iela","Aizkraukles novads","Aizkraukles pilsēta","Aizkraukle"
"2834","Vaisumi","15915","6741","57.4626637","22.8766375","Kreisā","P131","","Rojas novads","",""
